Feature	Gain	Cover	Frequency
Visa_cconsumos	0.00479712239405417	0.00218568206661995	0.00540345821325648
cproductos	0.00371610076864077	0.00636247686578761	0.00504322766570605
ccaja_ahorro	0.00356236370274463	0.0148937755694115	0.00432276657060519
Visa_mpagado	0.00339465201035397	0.0130270270958443	0.00828530259365994
ctransferencias_recibidas	0.00332944972469919	0.00679040552967791	0.00360230547550432
mplazo_fijo_dolares	0.00290685428226409	0.0159208043627482	0.00396253602305476
ctransferencias_emitidas	0.00283907696918306	0.0032784313435828	0.00396253602305476
ccaja_seguridad	0.00276032707332782	0.0097822359230251	0.00288184438040346
mcuenta_debitos_automaticos	0.00273899122082544	0.0101166992778282	0.00540345821325648
Master_msaldopesos	0.00256992090615046	0.00661073513246961	0.00432276657060519
Master_msaldototal	0.00252174830446575	0.00550270842371095	0.00432276657060519
ccallcenter_trx	0.00215507047551151	0.00824919381439726	0.00288184438040346
cseguro_accidentes_personales	0.0018490899227711	0.005300741234152	0.00288184438040346
mtarjeta_master_consumo	0.00176827236507938	0.00548584819492728	0.00288184438040346
ccomisiones_mantenimiento	0.00176388061962693	0.00337378912732935	0.00324207492795389
cpagomiscuentas	0.00176358342762154	0.0050858937473658	0.00324207492795389
ccuenta_debitos_automaticos	0.00163636890370853	0.00446673338652984	0.00252161383285303
thomebanking	0.00161099147700709	0.00210861820458085	0.00144092219020173
matm	0.00145699004502234	0.00250452390332556	0.00324207492795389
mextraccion_autoservicio	0.00144175206468845	0.00548764891323955	0.00684438040345821
ctarjeta_debito	0.00140357609772831	0.00251445652790152	0.00288184438040346
catm_trx	0.00131265531377637	0.00328426934116844	0.00216138328530259
Master_mconsumospesos	0.00104783999623271	0.00156651023624059	0.00288184438040346
Visa_mconsumosdolares	0.00102390832036029	0.00440885807058263	0.00324207492795389
mtarjeta_visa_descuentos	0.000971444828360876	0.00809872487466054	0.00468299711815562
Visa_mpagosdolares	0.000888835839061501	0.00372254353319674	0.00288184438040346
Master_cconsumos	0.000785977877480407	0.00352395985893792	0.00180115273775216
ctarjeta_visa_debitos_automaticos	0.000775747276730913	0.00298336587032518	0.00252161383285303
Visa_fultimo_cierre	0.000763238282955513	0.00187897500682122	0.00252161383285303
tcallcenter	0.000701321912168897	0.00142631800738155	0.000720461095100865
cmobile_app_trx	0.000690953296113893	0.000255438200844298	0.000720461095100865
Master_mpagominimo	0.000664440286404503	0.00186725313347639	0.00180115273775216
Master_mconsumosdolares	0.000579881973733082	0.00132946918299426	0.00216138328530259
ccajas_consultas	0.000557757860558543	0.00516676549781047	0.0010806916426513
cextraccion_autoservicio	0.000424433898451123	0.000986266036127754	0.0010806916426513
ctarjeta_master_trx	0.000383330089764941	0.000215765050257417	0.000360230547550432
Master_fultimo_cierre	0.000331556044329306	0.00235252951431794	0.00216138328530259
Visa_msaldodolares	0.00032972911732715	0.000967673906292156	0.000720461095100865
Visa_delinquency	0.000238352903391983	0.00142223484993462	0.000720461095100865
Master_status	0.000218323345157028	0.000197058224987917	0.000360230547550432
mttarjeta_master_debitos_automaticos	0.000214251873380947	0.000266494840672501	0.000720461095100865
Master_mpagosdolares	0.000141690408821822	0.000136992226253168	0.000360230547550432
ctarjeta_visa_descuentos	4.48497722189879e-05	0.0021740863582524	0.00180115273775216
Master_mconsumototal	4.3641288923249e-06	0.000182090470863638	0.000360230547550432
